variable1,variable2,variable3,variable4,variable5,variable6,variable7,variable8,variable9,variable10,variable11,variable12,variable13,variable14,variable15,variable17,variable18,variable19,classLabel
a,"23,42","7,9e-05",y,p,q,v,"1,5",t,t,2,t,g,80.0,400,800000.0,,1,yes.
a,"25,17","0,0002875",u,g,x,h,"0,875",t,f,0,f,g,360.0,0,3600000.0,,1,yes.
b,"24,83","0,000275",u,g,c,v,"2,25",t,t,6,f,g,,600,,,1,yes.
,"24,5","0,001275",u,g,c,bb,"4,75",t,t,2,f,g,73.0,444,730000.0,,1,yes.
b,"37,5","0,0001125",y,p,d,v,"1,5",f,f,0,t,g,431.0,0,4310000.0,,1,yes.
b,"36,75","1,25e-05",y,p,c,v,"1,5",f,f,0,t,g,232.0,113,2320000.0,f,1,yes.
b,"28,25","0,000504",y,p,c,bb,"1,5",t,t,8,t,g,144.0,7,1440000.0,t,1,yes.
b,"32,75","0,00015",u,g,cc,h,"5,5",t,t,3,t,g,0.0,0,0.0,t,1,yes.
a,"17,83","0,0011",u,g,x,h,1,t,t,11,f,g,0.0,3000,0.0,,1,yes.
a,"22,83","0,000229",u,g,q,h,"2,29",t,t,7,t,g,140.0,2384,1400000.0,t,1,yes.
b,"13,75",4e-04,y,p,W,v,"1,75",t,t,2,t,g,120.0,1000,1200000.0,,1,yes.
a,41,"0,000204",y,p,q,h,"0,125",t,t,23,t,g,455.0,1236,4550000.0,,1,yes.
b,"23,08","0,00115",u,g,W,h,"2,125",t,t,11,t,g,290.0,284,2900000.0,,1,yes.
b,"20,17","0,0005625",u,g,W,v,"1,71",t,f,0,f,s,120.0,0,1200000.0,,1,yes.
a,"50,08","0,001254",u,g,aa,v,"2,29",t,t,3,t,g,156.0,0,1560000.0,,1,yes.
b,27,"7,5e-05",u,g,c,h,"4,25",t,t,3,t,g,312.0,150,3120000.0,t,1,yes.
,"29,75","6,65e-05",u,g,W,v,"0,25",f,f,0,t,g,300.0,0,3000000.0,f,0,no.
b,"25,25",1e-04,u,g,aa,v,"0,5",f,f,0,f,g,200.0,0,2000000.0,,0,no.
b,"39,17","0,00025",y,p,i,h,10,f,f,0,t,s,200.0,0,2000000.0,,0,no.
b,"20,08","2,5e-05",u,g,q,v,"0,125",f,f,0,f,g,200.0,0,2000000.0,f,0,no.
b,"44,25",5e-05,u,g,m,v,"10,75",t,f,0,f,s,400.0,0,4000000.0,f,0,no.
a,"27,67","0,00015",u,g,m,v,2,t,f,0,f,s,368.0,0,3680000.0,,0,no.
b,"26,92","0,000225",u,g,i,bb,"0,5",f,f,0,t,g,640.0,4000,6400000.0,,0,no.
a,"27,33","0,0001665",u,g,ff,ff,0,f,f,0,f,g,340.0,1,3400000.0,,0,no.
b,"16,25","8,35e-05",u,g,m,v,"0,085",t,f,0,f,s,200.0,0,2000000.0,,0,no.
b,"33,67","0,0002165",u,g,c,v,"1,5",f,f,0,f,p,120.0,0,1200000.0,,0,no.
a,"22,5","0,0011",y,p,q,v,3,t,f,0,t,g,268.0,0,2680000.0,,0,no.
b,"37,33","0,0002665",u,g,cc,v,"0,165",f,f,0,t,g,0.0,501,0.0,,0,no.
b,"29,25","0,0013",u,g,d,h,"0,5",f,f,0,f,g,228.0,0,2280000.0,,0,no.
b,35,"0,0003375",u,g,c,h,"8,29",f,f,0,t,g,0.0,0,0.0,f,0,no.
a,"22,67",7e-04,u,g,c,v,"0,165",f,f,0,f,g,160.0,0,1600000.0,f,0,no.
b,"34,75","0,00025",u,g,cc,bb,"0,5",f,f,0,f,g,348.0,0,3480000.0,f,0,no.
b,"20,67","0,000529",u,g,q,v,"0,375",t,t,1,f,g,160.0,0,1600000.0,t,0,no.
b,"22,08","0,001146",u,g,k,v,"1,585",f,f,0,t,g,100.0,1212,1000000.0,,0,no.
a,"20,75","0,000954",u,g,i,v,"0,04",f,f,0,f,g,200.0,1000,2000000.0,,0,no.
b,"40,92","0,000225",y,p,x,h,10,t,f,0,t,g,176.0,0,1760000.0,,0,no.
b,"23,42","5,85e-05",u,g,c,h,"0,085",t,f,0,f,g,180.0,0,1800000.0,f,0,no.
a,"28,58","0,0001665",u,g,q,v,"2,415",t,f,0,t,g,440.0,0,4400000.0,,0,no.
a,"15,83","0,0007625",u,g,q,v,"0,125",f,t,1,t,g,0.0,160,0.0,t,0,no.
a,"18,58","0,001",u,g,d,v,"0,415",f,f,0,f,g,80.0,42,800000.0,f,0,no.
a,"36,58","2,9e-05",u,g,ff,ff,0,f,t,10,f,g,200.0,18,2000000.0,t,0,no.
,"45,33",1e-04,u,g,q,v,"0,125",f,f,0,t,g,263.0,0,2630000.0,f,0,no.
b,"29,83","0,000204",y,p,x,h,"0,04",f,f,0,f,g,128.0,1,1280000.0,f,0,no.
b,"29,83","0,00035",u,g,c,v,"0,165",f,f,0,f,g,216.0,0,2160000.0,,0,no.
b,"36,5","0,000425",u,g,q,v,"3,5",f,f,0,f,g,454.0,50,4540000.0,f,0,no.
a,"22,25","0,000125",y,p,ff,ff,"3,25",f,f,0,f,g,280.0,0,2800000.0,f,0,no.
b,"22,5","1,25e-05",y,p,k,v,"0,125",f,f,0,f,g,200.0,70,2000000.0,,0,no.
b,"27,67","7,5e-05",u,g,q,h,"0,165",f,f,0,t,g,220.0,251,2200000.0,,0,no.
b,"40,92","8,35e-05",u,g,ff,ff,0,t,f,0,f,g,130.0,1,1300000.0,,0,no.
b,"62,5","0,001275",y,p,c,h,5,t,f,0,f,g,112.0,0,1120000.0,f,0,no.
a,"29,58","0,000175",y,p,k,v,"1,25",f,f,0,t,g,280.0,0,2800000.0,,0,no.
b,"18,58","0,001029",u,g,ff,ff,"0,415",f,f,0,f,g,80.0,0,800000.0,f,0,no.
b,"39,58",5e-04,u,g,ff,ff,0,f,t,2,f,g,17.0,1,170000.0,,0,no.
b,"24,58","0,00125",u,g,W,v,"0,875",t,f,0,t,g,260.0,0,2600000.0,f,0,no.
b,"38,17","0,0010125",u,g,x,v,"2,5",t,t,6,f,g,520.0,196,5200000.0,t,1,yes.
b,27,"0,00015",y,p,W,v,"0,375",t,f,0,t,g,260.0,1065,2600000.0,,1,yes.
b,"41,17","0,000404",u,g,cc,h,7,t,t,8,f,g,320.0,0,3200000.0,t,1,yes.
a,"65,17","0,0014",u,g,ff,ff,0,t,t,11,t,g,0.0,1400,0.0,,1,yes.
b,"37,58",0,,,,,0,f,f,0,f,p,,0,,,1,yes.
b,"23,25","0,00015",u,g,q,v,"2,375",t,t,3,t,g,0.0,582,0.0,,1,yes.
b,"21,83","0,0011",u,g,x,v,"0,29",t,t,6,f,g,121.0,0,1210000.0,,1,yes.
b,26,1e-04,u,g,q,v,"1,75",t,f,0,t,g,280.0,0,2800000.0,,1,yes.
b,"31,67","8,3e-05",u,g,x,v,"1,335",t,t,8,t,g,303.0,3290,3030000.0,t,1,yes.
a,"49,83","0,0013585",u,g,k,h,"8,5",t,f,0,t,g,0.0,0,0.0,,1,yes.
a,"47,42",8e-04,u,g,e,bb,"6,5",t,t,6,f,g,375.0,51100,3750000.0,t,1,yes.
b,"51,33","0,001",u,g,i,bb,0,t,t,11,f,g,0.0,1249,0.0,,1,yes.
a,"18,92",9e-04,u,g,aa,v,"0,75",t,t,2,f,g,88.0,591,880000.0,,1,yes.
a,"28,42","0,00035",u,g,W,v,"0,835",t,f,0,f,s,280.0,0,2800000.0,f,1,yes.
b,"56,75","0,001225",u,g,m,v,"1,25",t,t,4,t,g,200.0,0,2000000.0,,1,yes.
a,"58,42","0,0021",u,g,i,bb,10,t,t,13,f,g,0.0,6700,0.0,,1,yes.
b,"48,33","0,0012",u,g,m,v,16,t,f,0,f,s,110.0,0,1100000.0,f,1,yes.
b,"33,17",1e-04,u,g,x,v,"0,75",t,t,7,t,g,340.0,4071,3400000.0,,1,yes.
a,"22,42","0,0005665",u,g,q,v,"2,585",t,t,7,f,g,129.0,3257,1290000.0,t,1,yes.
a,"18,83","0,000954",u,g,aa,v,"0,085",t,f,0,f,g,100.0,0,1000000.0,,1,yes.
b,"48,58","2,05e-05",y,p,k,v,"0,25",t,t,11,f,g,380.0,2732,3800000.0,,1,yes.
b,"26,75","0,0001125",u,g,x,h,"1,25",t,f,0,f,g,0.0,5298,0.0,f,1,yes.
b,"64,08","0,002",u,g,x,h,"17,5",t,t,9,t,g,0.0,1000,0.0,t,1,yes.
b,"20,17","0,000925",u,g,c,v,"1,665",t,t,3,t,g,40.0,28,400000.0,,1,yes.
b,"25,67","0,00125",u,g,cc,v,"1,21",t,t,67,t,g,140.0,258,1400000.0,,1,yes.
b,"22,67","0,00105",u,g,q,h,"1,335",t,f,0,f,g,100.0,0,1000000.0,,1,yes.
b,"31,33","0,00195",u,g,c,v,7,t,t,16,f,g,0.0,5000,0.0,t,1,yes.
b,"56,42","0,0028",y,p,c,v,"28,5",t,t,40,f,g,0.0,15,0.0,t,1,yes.
a,"24,75","0,00125",u,g,aa,v,"1,5",t,t,12,t,g,120.0,567,1200000.0,,1,yes.
a,"24,08",5e-05,u,g,q,h,"1,25",t,t,1,f,g,0.0,678,0.0,,1,yes.
b,"28,33",5e-04,u,g,W,v,11,t,f,0,t,g,70.0,0,700000.0,f,1,yes.
a,"19,5","1,65e-05",u,g,q,v,"0,04",f,f,0,t,g,380.0,0,3800000.0,,0,no.
b,"34,08","0,00065",u,g,aa,v,"0,125",t,f,0,t,g,443.0,0,4430000.0,f,0,no.
b,"52,42","0,00015",u,g,d,v,"3,75",f,f,0,t,g,0.0,350,0.0,f,0,no.
b,"37,5","0,000175",y,p,c,bb,"0,25",t,f,0,t,g,164.0,400,1640000.0,f,0,no.
b,"21,42","7,5e-05",y,p,r,n,"0,75",f,f,0,t,g,132.0,2,1320000.0,f,0,no.
a,"20,83",5e-05,y,p,e,dd,1,f,f,0,f,g,260.0,0,2600000.0,f,0,no.
b,"31,83",4e-06,y,p,m,v,"0,04",f,f,0,f,g,0.0,0,0.0,,0,no.
b,"42,83","0,000125",u,g,m,v,"13,875",f,t,1,t,g,352.0,112,3520000.0,t,0,no.
b,"32,25","0,0014",y,p,ff,ff,0,f,t,2,f,g,160.0,1,1600000.0,t,0,no.
b,"40,92",5e-05,y,p,m,v,"0,5",f,f,0,t,g,130.0,0,1300000.0,,0,no.
a,"25,25","0,00135",y,p,ff,ff,2,f,t,1,t,g,200.0,1,2000000.0,,0,no.
b,"23,58","8,35e-05",u,g,i,h,"0,085",f,f,0,t,g,220.0,5,2200000.0,,0,no.
b,"38,42","7,05e-05",u,g,c,v,"0,375",f,t,2,f,g,225.0,500,2250000.0,,0,no.
a,"23,58","8,3e-05",u,g,q,v,"0,415",f,t,1,t,g,200.0,11,2000000.0,,0,no.
b,20,7e-04,u,g,c,v,"0,5",f,f,0,f,g,0.0,0,0.0,f,0,no.
a,"20,08","0,000125",u,g,c,v,0,f,f,0,f,g,0.0,0,0.0,,0,no.
b,"24,08","8,75e-05",u,g,m,v,"0,085",f,t,4,f,g,254.0,1950,2540000.0,t,0,no.
b,,"6,25e-05",u,g,k,v,"0,25",f,f,0,f,g,380.0,2010,3800000.0,,0,no.
b,"24,42",2e-04,u,g,e,dd,"0,165",f,t,2,f,g,320.0,1300,3200000.0,t,0,no.
b,"23,08",0,u,g,k,v,1,f,t,11,f,s,0.0,0,0.0,t,0,no.
b,19,0,y,p,ff,ff,0,f,t,4,f,g,45.0,1,450000.0,,0,no.
b,"34,08","0,00025",u,g,c,v,1,f,f,0,f,g,460.0,16,4600000.0,,0,no.
b,"30,08","0,000104",y,p,i,bb,"0,5",t,t,10,t,g,132.0,28,1320000.0,t,0,no.
b,"27,83",4e-04,y,p,i,h,"5,75",t,t,2,t,g,75.0,0,750000.0,t,0,no.
b,"47,33","0,00065",u,g,c,v,1,f,f,0,t,g,0.0,228,0.0,,0,no.
b,"20,67","0,000125",y,p,c,h,"1,375",t,t,3,t,g,140.0,210,1400000.0,,0,no.
a,"25,42","0,0001125",u,g,q,v,"1,29",t,t,2,f,g,200.0,0,2000000.0,,0,no.
b,"28,67","0,00145",u,g,d,v,"0,125",f,f,0,f,g,0.0,286,0.0,,0,no.
a,"41,58","0,000104",u,g,aa,v,"0,665",f,f,0,f,g,240.0,237,2400000.0,f,0,no.
a,"20,83","0,00085",u,g,c,v,"0,165",f,f,0,f,g,0.0,351,0.0,,0,no.
b,"42,75",3e-04,u,g,i,bb,1,t,f,0,f,g,0.0,200,0.0,f,0,no.
b,"33,58","2,5e-05",u,g,i,bb,4,f,f,0,t,s,420.0,0,4200000.0,,0,no.
b,"20,42","0,0001085",u,g,q,v,"1,5",f,f,0,f,g,108.0,7,1080000.0,,0,no.
b,"22,5","0,00115",y,p,m,v,"1,5",f,f,0,t,g,0.0,4000,0.0,f,0,no.
b,"38,92","0,000175",u,g,k,v,"0,5",f,f,0,t,g,300.0,2,3000000.0,,0,no.
b,"26,83","5,4e-05",u,g,k,ff,0,f,f,0,f,g,100.0,0,1000000.0,f,0,no.
b,"17,92","2,05e-05",u,g,aa,v,"0,04",f,f,0,f,g,280.0,750,2800000.0,f,0,no.
b,"25,42","5,4e-05",u,g,W,v,"0,165",f,t,1,f,g,272.0,444,2720000.0,t,0,no.
a,"26,92","0,00135",u,g,q,h,5,t,t,2,f,g,0.0,5000,0.0,,1,yes.
b,"27,67","0,001375",u,g,W,v,"5,75",t,f,0,t,g,487.0,500,4870000.0,,1,yes.
b,"38,67","2,1e-05",u,g,k,v,"0,085",t,f,0,t,g,280.0,0,2800000.0,f,1,yes.
a,"32,17","0,000146",u,g,W,v,"1,085",t,t,16,f,g,120.0,2079,1200000.0,,1,yes.
b,"32,67","0,00055",u,g,q,h,"5,5",t,t,12,t,g,408.0,1000,4080000.0,t,1,yes.
b,"48,75","0,00085",u,g,c,h,"12,5",t,t,9,f,g,181.0,1655,1810000.0,t,1,yes.
b,21,"0,000479",y,p,W,v,"2,25",t,t,1,t,g,80.0,300,800000.0,,1,yes.
b,"48,17","0,0007625",u,g,W,h,"15,5",t,t,12,f,g,0.0,790,0.0,,1,yes.
b,"39,33","0,0005875",u,g,cc,h,10,t,t,14,t,g,399.0,0,3990000.0,t,1,yes.
a,"25,08","0,000254",y,p,aa,v,"0,25",t,f,0,t,g,370.0,0,3700000.0,,1,yes.
b,"23,25",4e-04,u,g,c,bb,"0,25",t,f,0,t,g,160.0,0,1600000.0,,1,yes.
a,"30,67","0,0012",u,g,c,v,2,t,t,1,f,g,220.0,19,2200000.0,,1,yes.
b,"19,17",0,y,p,m,bb,0,f,f,0,t,s,500.0,1,5000000.0,,1,yes.
,"20,08","1,25e-05",u,g,q,v,1,f,t,1,f,g,240.0,768,2400000.0,t,1,yes.
b,"36,67","0,000325",u,g,q,h,9,t,f,0,t,g,102.0,639,1020000.0,,1,yes.
b,"23,17","0,0011125",u,g,x,h,"0,46",t,t,1,f,g,100.0,0,1000000.0,t,1,yes.
a,"15,83","5,85e-05",u,g,c,h,"1,5",t,t,2,f,g,100.0,0,1000000.0,t,1,yes.
b,"16,08","7,5e-05",u,g,c,v,"1,75",t,t,5,t,g,352.0,690,3520000.0,t,1,yes.
a,47,"0,0013",u,g,i,bb,"5,165",t,t,9,t,g,0.0,0,0.0,t,1,yes.
a,"71,58",0,,,,,0,f,f,0,f,p,,0,,,1,yes.
a,"21,25","0,0002335",u,g,i,bb,"0,5",t,t,4,f,s,80.0,0,800000.0,,1,yes.
b,"65,42","0,0011",u,g,e,z,20,t,t,7,t,g,22.0,0,220000.0,,1,yes.
b,"20,5","0,0002415",u,g,c,v,2,t,t,11,t,g,200.0,3000,2000000.0,,1,yes.
b,"55,92","0,00115",u,g,ff,ff,5,t,t,5,f,g,0.0,8851,0.0,,1,yes.
b,"34,92","0,00025",u,g,W,v,0,t,f,0,t,g,239.0,200,2390000.0,f,1,yes.
b,"56,58","0,00185",u,g,d,bb,15,t,t,17,t,g,0.0,0,0.0,t,1,yes.
b,"25,17",6e-04,u,g,c,v,1,t,t,3,f,g,0.0,0,0.0,,1,yes.
b,"25,08","0,000171",u,g,x,v,"1,665",t,t,1,t,g,395.0,20,3950000.0,,1,yes.
b,"57,83","0,000704",u,g,m,v,14,t,t,6,t,g,360.0,1332,3600000.0,,1,yes.
b,"34,92",5e-04,u,g,x,h,"7,5",t,t,6,t,g,0.0,1000,0.0,,1,yes.
b,"33,58","0,000275",u,g,m,v,"4,25",t,t,6,f,g,204.0,0,2040000.0,,1,yes.
a,"35,17","0,000375",u,g,ff,ff,0,f,t,6,f,g,0.0,200,0.0,t,0,no.
b,"32,42",3e-04,u,g,d,v,"0,165",f,f,0,t,g,120.0,0,1200000.0,f,0,no.
b,"34,25","0,000175",u,g,W,bb,"0,25",t,f,0,t,g,163.0,0,1630000.0,,0,no.
a,"17,67",0,y,p,j,ff,0,f,f,0,f,g,86.0,0,860000.0,f,0,no.
b,"21,92",5e-05,u,g,c,v,"0,125",f,f,0,f,g,360.0,0,3600000.0,,0,no.
a,,"0,001125",u,g,ff,ff,0,f,f,0,f,g,,5200,,f,0,no.
b,"19,5","2,9e-05",u,g,k,v,"0,29",f,f,0,f,g,280.0,364,2800000.0,,0,no.
,"29,5",2e-04,y,p,e,h,2,f,f,0,f,g,256.0,17,2560000.0,,0,no.
b,"41,17","0,000125",y,p,W,v,"0,25",f,f,0,f,g,0.0,195,0.0,f,0,no.
a,"37,33","0,00025",u,g,i,h,"0,21",f,f,0,f,g,260.0,246,2600000.0,,0,no.
b,"18,08","0,000675",y,p,m,v,"0,04",f,f,0,f,g,140.0,0,1400000.0,,0,no.
b,"32,33","0,00025",u,g,c,v,"1,25",f,f,0,t,g,280.0,0,2800000.0,f,0,no.
a,"23,75","7,1e-05",u,g,W,v,"0,25",f,t,1,t,g,240.0,4,2400000.0,t,0,no.
b,"23,5","0,0003165",y,p,k,v,"0,415",f,t,1,t,g,280.0,80,2800000.0,,0,no.
b,"21,17","2,5e-05",y,p,c,h,"0,25",f,f,0,f,g,280.0,204,2800000.0,,0,no.
b,"36,17","0,0018125",u,g,W,v,"0,085",f,f,0,f,g,320.0,3552,3200000.0,,0,no.
a,"27,25","2,9e-05",u,g,m,h,"0,125",f,t,1,t,g,272.0,108,2720000.0,t,0,no.
b,"18,67",5e-04,u,g,q,v,"0,375",t,t,2,f,g,0.0,38,0.0,t,0,no.
b,22,"0,0007835",y,p,i,bb,"0,165",f,f,0,t,g,,0,,f,0,no.
b,"30,75","0,0001585",u,g,d,v,"0,585",f,f,0,t,s,0.0,0,0.0,f,0,no.
b,"30,58","0,000271",y,p,m,v,"0,125",f,f,0,t,s,80.0,0,800000.0,f,0,no.
b,"43,17",5e-04,u,g,i,bb,"2,25",f,f,0,t,g,141.0,0,1410000.0,,0,no.
b,"29,17","0,00035",u,g,W,v,"3,5",t,t,3,t,g,329.0,0,3290000.0,,0,no.
b,"19,67","0,001",y,p,k,h,"0,835",t,f,0,t,g,140.0,0,1400000.0,,0,no.
a,"36,75","0,000471",u,g,ff,ff,0,f,f,0,f,g,160.0,0,1600000.0,,0,no.
b,"29,42","0,000125",u,g,c,h,"0,25",f,t,2,t,g,400.0,108,4000000.0,,0,no.
b,"42,75","0,0004085",u,g,aa,v,"0,04",f,f,0,f,g,108.0,100,1080000.0,,0,no.
b,"25,83","0,0012835",u,g,cc,v,"0,5",f,f,0,f,g,0.0,2,0.0,f,0,no.
b,"23,75","0,0012",u,g,c,v,"2,085",f,f,0,f,s,80.0,0,800000.0,f,0,no.
a,"26,58","0,000254",y,p,ff,ff,0,f,f,0,t,g,180.0,60,1800000.0,f,0,no.
b,"20,67","4,15e-05",u,g,c,v,"0,125",f,f,0,f,g,0.0,44,0.0,,0,no.
b,"30,33",5e-05,u,g,d,h,"0,085",f,f,0,t,s,252.0,0,2520000.0,f,0,no.
b,"21,08","0,0004125",y,p,i,h,"0,04",f,f,0,f,g,140.0,100,1400000.0,,0,no.
b,"17,08","0,000329",u,g,i,v,"0,335",f,f,0,t,g,140.0,2,1400000.0,f,0,no.
b,"26,25","0,000154",u,g,W,v,"0,125",f,f,0,f,g,100.0,0,1000000.0,,0,no.
b,"30,17","0,0001085",y,p,c,v,"0,04",f,f,0,f,g,170.0,179,1700000.0,f,0,no.
a,"57,08","3,35e-05",u,g,i,bb,1,t,f,0,t,g,252.0,2197,2520000.0,,0,no.
b,"39,92",5e-04,u,g,i,bb,"0,21",f,f,0,f,g,550.0,0,5500000.0,f,0,no.
a,"22,92","0,0011585",u,g,cc,v,"0,04",t,f,0,f,g,80.0,1349,800000.0,,1,yes.
a,"24,5",5e-05,u,g,q,h,"1,5",t,f,0,f,g,280.0,824,2800000.0,,1,yes.
b,"20,25","0,000996",u,g,e,dd,0,t,f,0,f,g,0.0,0,0.0,,1,yes.
b,"18,5",2e-04,u,g,i,v,"1,5",t,t,2,f,g,120.0,300,1200000.0,,1,yes.
b,"25,17","0,00035",u,g,cc,v,"0,625",t,t,7,f,g,0.0,7059,0.0,t,1,yes.
b,"44,33",5e-05,u,g,i,h,5,t,f,0,t,g,320.0,0,3200000.0,,1,yes.
b,"18,08","0,00055",u,g,k,v,"0,5",t,f,0,f,g,80.0,0,800000.0,,1,yes.
a,"60,58","0,00165",u,g,q,v,11,t,f,0,t,g,21.0,10561,210000.0,,1,yes.
b,"41,5","0,000154",u,g,i,bb,"3,5",f,f,0,f,g,216.0,0,2160000.0,,1,yes.
a,"25,75",5e-05,u,g,c,h,"0,875",t,f,0,t,g,491.0,0,4910000.0,,1,yes.
b,"29,25","0,001479",u,g,aa,v,"5,04",t,t,5,t,g,168.0,0,1680000.0,t,1,yes.
a,36,1e-04,u,g,c,v,2,t,t,11,f,g,0.0,456,0.0,t,1,yes.
b,"31,67","0,0016165",u,g,d,v,3,t,t,9,f,g,250.0,730,2500000.0,t,1,yes.
b,"60,08","0,00145",u,g,ff,ff,18,t,t,15,t,g,0.0,1000,0.0,t,1,yes.
b,"22,33","0,0011",u,g,W,v,2,t,t,1,f,g,80.0,278,800000.0,,1,yes.
b,40,"0,00065",u,g,aa,bb,"3,5",t,t,1,f,g,0.0,500,0.0,,1,yes.
b,"35,17","0,0025125",u,g,x,h,"1,625",t,t,1,t,g,515.0,500,5150000.0,,1,yes.
b,"41,33",0,u,g,c,bb,15,t,f,0,f,g,0.0,0,0.0,,1,yes.
a,"20,75","0,0010335",u,g,cc,h,"0,335",t,t,1,t,g,80.0,50,800000.0,t,1,yes.
b,"32,08",4e-04,u,g,m,v,"2,5",t,f,0,t,g,360.0,0,3600000.0,,1,yes.
b,,4e-04,u,g,x,v,5,t,t,3,t,g,290.0,2279,2900000.0,t,1,yes.
b,"23,92","0,00015",u,g,d,h,"1,875",t,t,6,f,g,200.0,327,2000000.0,t,1,yes.
a,"23,25","0,0005875",u,g,q,v,"3,17",t,t,10,f,g,120.0,245,1200000.0,,1,yes.
a,"46,67","4,6e-05",u,g,cc,h,"0,415",t,t,11,t,g,440.0,6,4400000.0,,1,yes.
a,25,"0,001233",u,g,cc,h,"3,5",t,t,6,f,g,400.0,458,4000000.0,t,1,yes.
b,"25,5","3,75e-05",u,g,m,v,"0,25",t,t,3,f,g,260.0,15108,2600000.0,t,1,yes.
a,"18,75","0,00075",u,g,q,v,"2,71",t,t,5,f,g,,26726,,t,1,yes.
a,"23,5",9e-04,u,g,q,v,"8,5",t,t,5,t,g,120.0,0,1200000.0,t,1,yes.
b,"34,17","0,000917",u,g,c,v,"4,5",t,t,12,t,g,0.0,221,0.0,,1,yes.
b,"27,83","0,000154",u,g,W,v,"3,75",t,t,5,t,g,100.0,3,1000000.0,,1,yes.
a,"36,75","0,0005125",u,g,e,v,5,t,f,0,t,g,0.0,4000,0.0,f,1,yes.
b,20,"0,0011045",u,g,c,v,2,f,f,0,t,g,136.0,0,1360000.0,,0,no.
a,"22,67","3,35e-05",u,g,q,v,"0,75",f,f,0,f,s,160.0,0,1600000.0,,0,no.
b,"80,25","0,00055",u,g,,,"0,54",t,f,0,f,g,0.0,340,0.0,,0,no.
b,"34,83","0,00025",y,p,W,v,3,f,f,0,f,s,200.0,0,2000000.0,f,0,no.
a,"55,75","0,000708",u,g,k,h,"6,75",t,t,3,t,g,100.0,50,1000000.0,,0,no.
b,"22,17","0,0012125",u,g,c,v,"3,335",f,t,2,t,g,180.0,173,1800000.0,,0,no.
b,"62,75",7e-04,u,g,e,z,0,f,f,0,f,g,0.0,12,0.0,,0,no.
a,"47,25","7,5e-05",u,g,q,h,"2,75",t,t,1,f,g,333.0,892,3330000.0,,1,yes.
a,"33,67","3,75e-05",u,g,cc,v,"0,375",f,f,0,f,g,300.0,44,3000000.0,,1,yes.
b,45,"0,00085",u,g,cc,h,14,t,t,1,t,g,88.0,2000,880000.0,t,1,yes.
b,"33,17","0,000104",u,g,r,h,"6,5",t,f,0,t,g,164.0,31285,1640000.0,,1,yes.
a,25,"8,75e-05",u,g,x,h,"1,04",t,f,0,t,g,160.0,5860,1600000.0,f,1,yes.
b,"26,67","0,000175",y,p,c,v,1,t,t,5,t,g,160.0,5777,1600000.0,,1,yes.
b,"48,5","0,000425",u,g,m,v,"0,125",t,f,0,t,g,225.0,0,2250000.0,,1,yes.
b,"37,42","0,000204",u,g,W,v,"0,04",t,f,0,t,g,400.0,5800,4000000.0,,1,yes.
b,18,"1,65e-05",u,g,q,n,"0,21",f,f,0,f,g,200.0,40,2000000.0,f,1,yes.
a,"56,5","0,0016",u,g,j,ff,0,t,t,15,f,g,0.0,247,0.0,t,1,yes.
b,"25,75",5e-05,u,g,c,v,"1,46",t,t,5,t,g,312.0,0,3120000.0,t,1,yes.
a,"22,58","0,001075",u,g,q,v,"0,415",t,t,5,t,g,0.0,560,0.0,,1,yes.
b,"33,17","0,000304",y,p,c,h,"2,04",t,t,1,t,g,180.0,18027,1800000.0,t,1,yes.
b,32,"0,000175",y,p,e,h,"0,04",t,f,0,t,g,393.0,0,3930000.0,,1,yes.
a,"40,83","0,001",u,g,q,h,"1,75",t,f,0,f,g,29.0,837,290000.0,,1,yes.
b,"59,67","0,000154",u,g,q,v,"0,125",t,f,0,t,g,260.0,0,2600000.0,f,1,yes.
b,"42,5","0,0004915",y,p,W,v,"3,165",t,f,0,t,g,52.0,1442,520000.0,,1,yes.
a,"28,08","0,0015",y,p,e,z,0,t,f,0,f,g,0.0,13212,0.0,,1,yes.
a,"37,75","0,00055",u,g,q,v,"0,125",t,f,0,t,g,228.0,0,2280000.0,f,1,yes.
b,"53,92","0,0009625",u,g,e,v,"8,665",t,t,5,f,g,0.0,0,0.0,,1,yes.
b,"47,67","2,9e-05",u,g,c,bb,15,t,t,20,f,g,0.0,15000,0.0,t,1,yes.
b,"23,25",1e-04,u,g,c,v,"0,835",t,f,0,f,s,300.0,0,3000000.0,f,1,yes.
b,"22,67","0,000254",y,p,c,h,"2,585",t,f,0,f,g,0.0,0,0.0,f,1,yes.
b,"54,58","0,0009415",u,g,ff,ff,"14,415",t,t,11,t,g,30.0,300,300000.0,,1,yes.
b,"34,25",3e-04,u,g,cc,h,"7,415",t,f,0,t,g,0.0,0,0.0,,1,yes.
b,"27,58","0,000204",y,p,aa,v,2,t,t,3,t,g,370.0,560,3700000.0,,1,yes.
a,46,4e-04,u,g,j,j,0,t,f,0,f,g,100.0,960,1000000.0,,1,yes.
a,"60,92",5e-04,u,g,aa,v,4,t,t,4,f,g,0.0,99,0.0,t,1,yes.
a,"47,42",3e-04,u,g,x,v,"13,875",t,t,2,t,g,519.0,1704,5190000.0,,1,yes.
b,"37,33","0,00065",u,g,m,h,"4,25",t,t,12,t,g,93.0,0,930000.0,,1,yes.
a,"25,58",0,,,,,0,f,f,0,f,p,,0,,,1,yes.
a,"20,42","8,35e-05",u,g,q,v,"1,585",t,t,1,f,g,0.0,0,0.0,t,1,yes.
